arm,cell_type,dimension,rating,unethical
cold,blatant_falsehood,GIST truth,1.6,3.5
cold,blatant_falsehood,VERBATIM truth,1.0,3.5
cold,blatant_falsehood,GIST truth,1.0,1.0
cold,blatant_falsehood,VERBATIM truth,1.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.5,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,2.0,3.5
cold,palter,VERBATIM truth,5.4,3.5
cold,palter,GIST truth,2.0,5.0
cold,palter,VERBATIM truth,3.0,5.0
cold,palter,GIST truth,2.0,1.3
cold,palter,VERBATIM truth,3.3,1.3
cold,truthy_falsehood,GIST truth,6.3,2.7
cold,truthy_falsehood,VERBATIM truth,2.2,2.7
cold,truthy_falsehood,GIST truth,6.0,3.0
cold,truthy_falsehood,VERBATIM truth,2.3,3.0
cold,truthy_falsehood,GIST truth,6.1,1.2
cold,truthy_falsehood,VERBATIM truth,4.3,1.2
cold,blatant_falsehood,GIST truth,1.0,4.2
cold,blatant_falsehood,VERBATIM truth,1.0,4.2
cold,blatant_falsehood,GIST truth,1.0,5.0
cold,blatant_falsehood,VERBATIM truth,1.0,5.0
cold,blatant_falsehood,GIST truth,1.0,1.0
cold,blatant_falsehood,VERBATIM truth,1.0,1.0
cold,fully_true,GIST truth,6.6,1.0
cold,fully_true,VERBATIM truth,5.7,1.0
cold,fully_true,GIST truth,6.8,1.9
cold,fully_true,VERBATIM truth,3.7,1.9
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.7,1.0
cold,palter,GIST truth,2.0,3.3
cold,palter,VERBATIM truth,5.1,3.3
cold,palter,GIST truth,1.6,5.3
cold,palter,VERBATIM truth,3.1,5.3
cold,palter,GIST truth,1.8,4.2
cold,palter,VERBATIM truth,6.7,4.2
cold,truthy_falsehood,GIST truth,6.0,1.9
cold,truthy_falsehood,VERBATIM truth,2.0,1.9
cold,truthy_falsehood,GIST truth,5.1,3.0
cold,truthy_falsehood,VERBATIM truth,2.1,3.0
cold,truthy_falsehood,GIST truth,6.0,1.0
cold,truthy_falsehood,VERBATIM truth,2.9,1.0
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,5.0
cold,blatant_falsehood,VERBATIM truth,1.0,5.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,2.0,2.7
cold,palter,VERBATIM truth,5.9,2.7
cold,palter,GIST truth,1.0,5.7
cold,palter,VERBATIM truth,1.0,5.7
cold,palter,GIST truth,2.0,2.9
cold,palter,VERBATIM truth,6.1,2.9
cold,truthy_falsehood,GIST truth,5.9,2.0
cold,truthy_falsehood,VERBATIM truth,2.0,2.0
cold,truthy_falsehood,GIST truth,5.1,3.0
cold,truthy_falsehood,VERBATIM truth,2.0,3.0
cold,truthy_falsehood,GIST truth,5.0,1.1
cold,truthy_falsehood,VERBATIM truth,2.6,1.1
cold,blatant_falsehood,GIST truth,1.0,5.2
cold,blatant_falsehood,VERBATIM truth,1.0,5.2
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,4.7
cold,blatant_falsehood,VERBATIM truth,1.0,4.7
cold,fully_true,GIST truth,6.0,1.3
cold,fully_true,VERBATIM truth,4.9,1.3
cold,fully_true,GIST truth,6.2,1.6
cold,fully_true,VERBATIM truth,4.8,1.6
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.3,1.0
cold,palter,GIST truth,5.8,1.0
cold,palter,VERBATIM truth,6.2,1.0
cold,palter,GIST truth,3.2,3.2
cold,palter,VERBATIM truth,5.9,3.2
cold,palter,GIST truth,7.0,1.0
cold,palter,VERBATIM truth,7.0,1.0
cold,truthy_falsehood,GIST truth,5.7,2.8
cold,truthy_falsehood,VERBATIM truth,2.0,2.8
cold,truthy_falsehood,GIST truth,5.9,3.0
cold,truthy_falsehood,VERBATIM truth,2.0,3.0
cold,truthy_falsehood,GIST truth,5.0,1.0
cold,truthy_falsehood,VERBATIM truth,2.3,1.0
cold,blatant_falsehood,GIST truth,1.0,4.9
cold,blatant_falsehood,VERBATIM truth,1.0,4.9
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,1.6
cold,blatant_falsehood,VERBATIM truth,1.0,1.6
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,1.9,4.7
cold,palter,VERBATIM truth,5.8,4.7
cold,palter,GIST truth,2.0,4.0
cold,palter,VERBATIM truth,3.0,4.0
cold,palter,GIST truth,2.1,4.9
cold,palter,VERBATIM truth,6.0,4.9
cold,truthy_falsehood,GIST truth,4.2,2.3
cold,truthy_falsehood,VERBATIM truth,1.9,2.3
cold,truthy_falsehood,GIST truth,4.5,3.0
cold,truthy_falsehood,VERBATIM truth,2.0,3.0
cold,truthy_falsehood,GIST truth,4.6,1.0
cold,truthy_falsehood,VERBATIM truth,2.0,1.0
cold,blatant_falsehood,GIST truth,1.0,5.4
cold,blatant_falsehood,VERBATIM truth,1.0,5.4
cold,blatant_falsehood,GIST truth,1.0,5.7
cold,blatant_falsehood,VERBATIM truth,1.0,5.7
cold,blatant_falsehood,GIST truth,1.0,7.0
cold,blatant_falsehood,VERBATIM truth,1.0,7.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,2.2,2.3
cold,palter,VERBATIM truth,6.5,2.3
cold,palter,GIST truth,2.0,4.0
cold,palter,VERBATIM truth,6.3,4.0
cold,palter,GIST truth,2.5,1.3
cold,palter,VERBATIM truth,7.0,1.3
cold,truthy_falsehood,GIST truth,6.8,1.0
cold,truthy_falsehood,VERBATIM truth,5.7,1.0
cold,truthy_falsehood,GIST truth,5.6,2.5
cold,truthy_falsehood,VERBATIM truth,3.1,2.5
cold,truthy_falsehood,GIST truth,7.0,1.0
cold,truthy_falsehood,VERBATIM truth,5.6,1.0
cold,blatant_falsehood,GIST truth,1.0,3.8
cold,blatant_falsehood,VERBATIM truth,1.0,3.8
cold,blatant_falsehood,GIST truth,1.0,5.1
cold,blatant_falsehood,VERBATIM truth,1.0,5.1
cold,blatant_falsehood,GIST truth,1.0,1.0
cold,blatant_falsehood,VERBATIM truth,1.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.8,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.9,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,4.1,2.0
cold,palter,VERBATIM truth,5.5,2.0
cold,palter,GIST truth,3.0,3.2
cold,palter,VERBATIM truth,4.6,3.2
cold,palter,GIST truth,7.0,1.0
cold,palter,VERBATIM truth,7.0,1.0
cold,truthy_falsehood,GIST truth,6.0,1.6
cold,truthy_falsehood,VERBATIM truth,2.6,1.6
cold,truthy_falsehood,GIST truth,5.4,3.0
cold,truthy_falsehood,VERBATIM truth,2.0,3.0
cold,truthy_falsehood,GIST truth,6.7,1.0
cold,truthy_falsehood,VERBATIM truth,2.4,1.0
cold,blatant_falsehood,GIST truth,1.0,5.4
cold,blatant_falsehood,VERBATIM truth,1.0,5.4
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,1.3
cold,blatant_falsehood,VERBATIM truth,1.0,1.3
cold,fully_true,GIST truth,5.0,2.0
cold,fully_true,VERBATIM truth,4.1,2.0
cold,fully_true,GIST truth,3.6,3.0
cold,fully_true,VERBATIM truth,5.0,3.0
cold,fully_true,GIST truth,6.1,1.0
cold,fully_true,VERBATIM truth,6.8,1.0
cold,palter,GIST truth,3.0,1.8
cold,palter,VERBATIM truth,5.9,1.8
cold,palter,GIST truth,2.0,4.0
cold,palter,VERBATIM truth,5.0,4.0
cold,palter,GIST truth,3.2,1.0
cold,palter,VERBATIM truth,5.8,1.0
cold,truthy_falsehood,GIST truth,2.5,2.0
cold,truthy_falsehood,VERBATIM truth,1.1,2.0
cold,truthy_falsehood,GIST truth,2.9,3.0
cold,truthy_falsehood,VERBATIM truth,2.0,3.0
cold,truthy_falsehood,GIST truth,3.2,1.0
cold,truthy_falsehood,VERBATIM truth,2.1,1.0
cold,blatant_falsehood,GIST truth,1.2,2.9
cold,blatant_falsehood,VERBATIM truth,1.0,2.9
cold,blatant_falsehood,GIST truth,3.0,4.0
cold,blatant_falsehood,VERBATIM truth,2.0,4.0
cold,blatant_falsehood,GIST truth,3.5,1.0
cold,blatant_falsehood,VERBATIM truth,2.2,1.0
cold,fully_true,GIST truth,6.2,1.0
cold,fully_true,VERBATIM truth,5.0,1.0
cold,fully_true,GIST truth,6.1,1.0
cold,fully_true,VERBATIM truth,4.9,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,3.2,2.6
cold,palter,VERBATIM truth,6.1,2.6
cold,palter,GIST truth,2.0,4.9
cold,palter,VERBATIM truth,4.9,4.9
cold,palter,GIST truth,4.6,1.1
cold,palter,VERBATIM truth,5.5,1.1
cold,truthy_falsehood,GIST truth,4.5,1.2
cold,truthy_falsehood,VERBATIM truth,1.0,1.2
cold,truthy_falsehood,GIST truth,2.5,3.0
cold,truthy_falsehood,VERBATIM truth,1.0,3.0
cold,truthy_falsehood,GIST truth,1.9,1.0
cold,truthy_falsehood,VERBATIM truth,1.0,1.0
cold,blatant_falsehood,GIST truth,1.0,2.8
cold,blatant_falsehood,VERBATIM truth,1.0,2.8
cold,blatant_falsehood,GIST truth,1.0,3.1
cold,blatant_falsehood,VERBATIM truth,1.0,3.1
cold,blatant_falsehood,GIST truth,1.0,1.0
cold,blatant_falsehood,VERBATIM truth,1.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,2.0,4.4
cold,palter,VERBATIM truth,4.9,4.4
cold,palter,GIST truth,2.0,5.0
cold,palter,VERBATIM truth,4.1,5.0
cold,palter,GIST truth,2.1,3.7
cold,palter,VERBATIM truth,5.4,3.7
cold,truthy_falsehood,GIST truth,6.0,2.0
cold,truthy_falsehood,VERBATIM truth,2.0,2.0
cold,truthy_falsehood,GIST truth,6.0,2.0
cold,truthy_falsehood,VERBATIM truth,3.0,2.0
cold,truthy_falsehood,GIST truth,6.8,1.0
cold,truthy_falsehood,VERBATIM truth,2.4,1.0
cold,blatant_falsehood,GIST truth,1.0,6.2
cold,blatant_falsehood,VERBATIM truth,1.0,6.2
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,5.8
cold,blatant_falsehood,VERBATIM truth,1.0,5.8
cold,fully_true,GIST truth,6.8,1.0
cold,fully_true,VERBATIM truth,6.2,1.0
cold,fully_true,GIST truth,6.0,1.0
cold,fully_true,VERBATIM truth,5.8,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,6.9,1.0
cold,palter,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,6.0,2.0
cold,palter,VERBATIM truth,5.8,2.0
cold,palter,GIST truth,7.0,1.0
cold,palter,VERBATIM truth,7.0,1.0
cold,truthy_falsehood,GIST truth,2.3,1.8
cold,truthy_falsehood,VERBATIM truth,1.1,1.8
cold,truthy_falsehood,GIST truth,2.8,3.0
cold,truthy_falsehood,VERBATIM truth,2.1,3.0
cold,truthy_falsehood,GIST truth,2.6,1.0
cold,truthy_falsehood,VERBATIM truth,1.9,1.0
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,7.0
cold,blatant_falsehood,VERBATIM truth,1.0,7.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,2.3,4.3
cold,palter,VERBATIM truth,6.6,4.3
cold,palter,GIST truth,2.0,5.0
cold,palter,VERBATIM truth,6.1,5.0
cold,palter,GIST truth,2.5,3.4
cold,palter,VERBATIM truth,7.0,3.4
cold,truthy_falsehood,GIST truth,6.8,2.0
cold,truthy_falsehood,VERBATIM truth,2.8,2.0
cold,truthy_falsehood,GIST truth,6.0,2.3
cold,truthy_falsehood,VERBATIM truth,3.0,2.3
cold,truthy_falsehood,GIST truth,7.0,1.0
cold,truthy_falsehood,VERBATIM truth,3.9,1.0
cold,blatant_falsehood,GIST truth,1.0,6.5
cold,blatant_falsehood,VERBATIM truth,1.0,6.5
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,7.0
cold,blatant_falsehood,VERBATIM truth,1.0,7.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,5.6,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,4.1,2.1
cold,palter,VERBATIM truth,5.8,2.1
cold,palter,GIST truth,3.0,4.0
cold,palter,VERBATIM truth,5.3,4.0
cold,palter,GIST truth,3.7,3.5
cold,palter,VERBATIM truth,7.0,3.5
cold,truthy_falsehood,GIST truth,6.0,1.2
cold,truthy_falsehood,VERBATIM truth,2.0,1.2
cold,truthy_falsehood,GIST truth,5.4,2.6
cold,truthy_falsehood,VERBATIM truth,2.0,2.6
cold,truthy_falsehood,GIST truth,6.8,1.0
cold,truthy_falsehood,VERBATIM truth,3.1,1.0
cold,blatant_falsehood,GIST truth,1.0,7.0
cold,blatant_falsehood,VERBATIM truth,1.0,7.0
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,7.0
cold,blatant_falsehood,VERBATIM truth,1.0,7.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,5.8,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,5.8,1.0
cold,palter,GIST truth,6.7,1.0
cold,palter,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,4.7,1.8
cold,palter,VERBATIM truth,6.5,1.8
cold,palter,GIST truth,3.9,2.9
cold,palter,VERBATIM truth,6.1,2.9
cold,truthy_falsehood,GIST truth,1.2,1.0
cold,truthy_falsehood,VERBATIM truth,1.0,1.0
cold,truthy_falsehood,GIST truth,1.4,4.0
cold,truthy_falsehood,VERBATIM truth,1.0,4.0
cold,truthy_falsehood,GIST truth,1.5,4.8
cold,truthy_falsehood,VERBATIM truth,1.0,4.8
cold,blatant_falsehood,GIST truth,1.0,4.8
cold,blatant_falsehood,VERBATIM truth,1.0,4.8
cold,blatant_falsehood,GIST truth,1.4,5.7
cold,blatant_falsehood,VERBATIM truth,1.0,5.7
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.0,1.0
cold,palter,GIST truth,2.5,3.1
cold,palter,VERBATIM truth,7.0,3.1
cold,palter,GIST truth,2.3,4.5
cold,palter,VERBATIM truth,6.4,4.5
cold,palter,GIST truth,2.0,5.0
cold,palter,VERBATIM truth,6.0,5.0
cold,truthy_falsehood,GIST truth,5.9,1.1
cold,truthy_falsehood,VERBATIM truth,1.0,1.1
cold,truthy_falsehood,GIST truth,5.5,3.8
cold,truthy_falsehood,VERBATIM truth,1.0,3.8
cold,truthy_falsehood,GIST truth,4.3,3.8
cold,truthy_falsehood,VERBATIM truth,1.0,3.8
cold,blatant_falsehood,GIST truth,1.0,7.0
cold,blatant_falsehood,VERBATIM truth,1.0,7.0
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,6.0,1.0
cold,fully_true,VERBATIM truth,5.3,1.0
cold,fully_true,GIST truth,6.0,1.9
cold,fully_true,VERBATIM truth,5.0,1.9
cold,palter,GIST truth,5.9,1.3
cold,palter,VERBATIM truth,6.9,1.3
cold,palter,GIST truth,3.7,2.8
cold,palter,VERBATIM truth,6.0,2.8
cold,palter,GIST truth,3.0,4.0
cold,palter,VERBATIM truth,6.0,4.0
cold,truthy_falsehood,GIST truth,5.0,1.0
cold,truthy_falsehood,VERBATIM truth,3.1,1.0
cold,truthy_falsehood,GIST truth,5.9,1.2
cold,truthy_falsehood,VERBATIM truth,2.7,1.2
cold,truthy_falsehood,GIST truth,4.4,3.0
cold,truthy_falsehood,VERBATIM truth,2.3,3.0
cold,blatant_falsehood,GIST truth,1.0,7.0
cold,blatant_falsehood,VERBATIM truth,1.0,7.0
cold,blatant_falsehood,GIST truth,1.0,6.2
cold,blatant_falsehood,VERBATIM truth,1.0,6.2
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.6,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.1,1.0
cold,palter,GIST truth,2.1,1.7
cold,palter,VERBATIM truth,3.2,1.7
cold,palter,GIST truth,3.9,2.3
cold,palter,VERBATIM truth,3.2,2.3
cold,palter,GIST truth,3.3,2.8
cold,palter,VERBATIM truth,2.1,2.8
cold,truthy_falsehood,GIST truth,6.1,1.0
cold,truthy_falsehood,VERBATIM truth,2.7,1.0
cold,truthy_falsehood,GIST truth,6.0,1.0
cold,truthy_falsehood,VERBATIM truth,2.8,1.0
cold,truthy_falsehood,GIST truth,5.9,2.3
cold,truthy_falsehood,VERBATIM truth,2.0,2.3
cold,blatant_falsehood,GIST truth,1.0,5.4
cold,blatant_falsehood,VERBATIM truth,1.0,5.4
cold,blatant_falsehood,GIST truth,1.0,5.5
cold,blatant_falsehood,VERBATIM truth,1.0,5.5
cold,blatant_falsehood,GIST truth,1.0,5.8
cold,blatant_falsehood,VERBATIM truth,1.0,5.8
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,6.9,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,6.9,1.0
cold,palter,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,3.6,3.1
cold,palter,VERBATIM truth,5.7,3.1
cold,palter,GIST truth,5.0,2.3
cold,palter,VERBATIM truth,6.0,2.3
cold,truthy_falsehood,GIST truth,7.0,1.0
cold,truthy_falsehood,VERBATIM truth,3.7,1.0
cold,truthy_falsehood,GIST truth,7.0,1.5
cold,truthy_falsehood,VERBATIM truth,3.3,1.5
cold,truthy_falsehood,GIST truth,6.3,3.0
cold,truthy_falsehood,VERBATIM truth,2.0,3.0
cold,blatant_falsehood,GIST truth,1.0,6.2
cold,blatant_falsehood,VERBATIM truth,1.0,6.2
cold,blatant_falsehood,GIST truth,1.0,6.5
cold,blatant_falsehood,VERBATIM truth,1.0,6.5
cold,blatant_falsehood,GIST truth,1.0,6.0
cold,blatant_falsehood,VERBATIM truth,1.0,6.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,fully_true,GIST truth,7.0,1.0
cold,fully_true,VERBATIM truth,7.0,1.0
cold,palter,GIST truth,4.6,2.2
